mean_variance	median_variance	nun5	nun20	nun50
"AGAP010745"	2.63817451054851	2.31560537240944	135	450	855
"AGAP010746"	0.998754621569741	0.596707987698958	108	273	507
"AGAP010748"	1.52079571422395	1.15331214420692	129	391	696
"AGAP010750"	11.4394392590534	9.44540354285509	36	109	248
"AGAP010751"	6.58081692097328	6.24931363236382	74	154	269
"AGAP010752"	4.17468057473072	3.52764891337326	125	382	777
"AGAP010753"	3.16673998725387	2.80423651471032	126	364	706
"AGAP010754"	11.1889226316183	9.31070709822666	26	75	183
"AGAP010755"	1.30945160044696	0.886527106823522	114	286	494
"AGAP010756"	7.87835702201789	7.35064959432047	139	441	920
"AGAP010757"	13.0934088915392	12.0722660571775	93	273	514
"AGAP010758"	1.64702104622948	1.27582659818094	126	349	628
"AGAP010764"	8.36994397015289	8.03182977298022	120	356	695
"AGAP010766"	8.32776691300662	7.67256507295692	129	430	890
"AGAP010767"	12.8157896259532	11.7377385059938	83	279	522
"AGAP010768"	2.54550048798513	2.47515248599578	127	433	840
"AGAP010769"	1.99326841925396	1.68234258258354	126	359	677
"AGAP010770"	7.97736235495204	7.35376344940047	116	403	813
"AGAP010771"	1.34596499400762	1.00100699185573	119	351	603
"AGAP010774"	1.10743880838447	0.730044691386507	114	318	554
"AGAP010776"	1.48707900961451	1.11468869777648	120	336	635
"AGAP010777"	14.5711496451173	13.5453928059953	105	464	1067
"AGAP010778"	9.28484781000705	9.06207840693845	117	359	707
"AGAP010779"	6.90341725326667	6.37366180074901	87	245	498
"AGAP010780"	11.0717125192386	10.498053671007	36	89	175
"AGAP010781"	12.5618268573228	11.2317920421791	25	63	155
"AGAP010782"	9.93059820325613	8.41907473846994	101	253	454
"AGAP010783"	8.55533159775999	8.26729133197667	118	364	736
"AGAP010784"	16.1951997206373	14.4789675743476	93	323	732
"AGAP010785"	18.3270122079855	16.3575626794733	32	368	895
"AGAP010786"	15.7296707387469	14.7027757013299	98	356	755
"AGAP010787"	13.490855642799	12.9299163495102	87	211	366
"AGAP010788"	7.66047870900432	7.05324379159421	139	464	959
"AGAP010789"	18.0043008171876	15.9451294427444	28	363	875
"AGAP010790"	18.0459569420155	15.9485100528908	30	355	881
"AGAP010791"	18.0354035529533	15.9480858999896	30	358	878
"AGAP010792"	18.0140911895817	15.950651211167	28	363	875
"AGAP010793"	11.4658426953961	10.9829705349405	52	118	207
"AGAP010794"	2.61577219419466	2.36965209592873	132	367	663
"AGAP010795"	9.89606801533462	8.78163379738407	70	150	255
"AGAP010796"	6.86874871418678	6.28781069515919	83	220	463
"AGAP010797"	4.68748169874901	4.65619717674663	104	299	552
"AGAP010798"	9.63875063340276	9.01352780591291	101	245	456
"AGAP010799"	2.17763241456125	1.84767298003054	120	352	664
"AGAP010800"	12.180201197823	10.8418592515046	69	255	646
"AGAP010801"	12.7586147865294	10.281225121738	54	194	554
"AGAP010802"	8.56243697188231	8.19505830851123	98	287	583
"AGAP010803"	7.22055993230285	7.38978750285031	141	465	924
"AGAP010805"	9.89727386557335	8.57522879537046	82	288	615
"AGAP010806"	5.36943003852758	5.27044420023557	128	363	701
"AGAP010807"	10.0414853570777	9.39430136869117	102	286	571
"AGAP010808"	8.58452851051537	7.35397755826034	74	198	343
"AGAP010809"	9.04736757134305	7.67069207233374	56	115	187
"AGAP010810"	10.5266700802117	10.5796942701235	113	454	968
"AGAP010811"	10.5525468903681	9.66485346408074	98	290	560
"AGAP010812"	16.1389691080468	13.915126447929	92	390	874
"AGAP010814"	2.73855451659155	2.51778613582474	137	415	816
"AGAP010815"	11.8440443624742	10.2939081320062	128	397	810
"AGAP010816"	12.5299918066672	11.8008675181629	25	54	126
"AGAP010817"	9.64321295658487	8.62403867052855	88	256	534
"AGAP010818"	6.60721345601268	6.01267941995336	137	458	943
"AGAP010819"	7.75204140108315	6.99704950807711	141	466	969
"AGAP010820"	4.31544466016888	4.27768616091972	118	345	637
"AGAP010821"	8.84556887739817	8.44690507947134	83	196	349
"AGAP010822"	8.22652360193616	8.33827972444841	86	274	619
"AGAP010823"	9.7103518915279	8.95822487174176	86	216	493
"AGAP010824"	13.200071136733	12.5231992973155	33	198	513
"AGAP010825"	10.3319225434298	8.80812416012584	39	76	129
"AGAP010826"	8.5027741872983	8.02652718204217	53	108	213
"AGAP010833"	9.88831837322004	8.4322817319746	81	151	210
"AGAP010834"	7.80936285185387	7.27467440136793	97	221	398
"AGAP010835"	11.8815456977376	10.6665785552334	81	239	519
"AGAP010836"	10.9335938323742	9.31315188407537	59	163	473
"AGAP010837"	10.8623167732723	9.60226056901782	68	162	270
"AGAP010838"	9.08413665150775	8.03569501441694	86	202	346
"AGAP010839"	8.750326661224	7.69532825174933	84	193	349
"AGAP010840"	1.65251519499749	1.29320962901115	124	403	732
"AGAP010841"	3.9306126618355	3.87984091448229	129	361	674
"AGAP010842"	10.6944727622633	9.04484683685195	19	54	125
"AGAP010843"	10.3766273667933	8.75324346335262	99	197	293
"AGAP010844"	7.77509307396549	7.15241760135758	120	360	667
"AGAP010845"	8.2621607825358	8.22388712806303	126	437	908
"AGAP010846"	0.959703082252745	0.559518195534224	104	235	323
"AGAP010847"	6.07695208771331	5.75700900898699	121	322	622
"AGAP010848"	5.87976564671307	6.08145911873673	116	370	733
"AGAP010849"	2.92588509817692	2.54442308427515	143	482	1013
"AGAP010850"	8.98818896593488	8.17935961557004	103	297	592
"AGAP010851"	11.3679486389175	9.99180977732138	43	104	204
"AGAP010852"	3.06288721399733	2.72282912008657	141	458	917
"AGAP010853"	5.59222299732715	5.46606633846604	72	169	272
"AGAP010854"	8.91663634131573	8.11622126345836	39	79	179
"AGAP010855"	11.3000234356232	9.9074128723997	30	84	178
"AGAP010856"	11.8400577148307	10.7509251530289	80	366	788
"AGAP010857"	11.5307301606344	10.9887229803702	73	225	443
"AGAP010860"	10.2169750840184	8.75156026604688	39	67	119
"AGAP010861"	10.2110022706016	8.9815094452951	78	150	259
"AGAP010862"	5.89640188815363	5.52155991330431	84	270	567
"AGAP010863"	8.33823275177309	7.59758952404093	77	162	290
"AGAP010864"	5.60364153657311	5.39173443524156	112	343	703
"AGAP010865"	9.42387467584857	9.1795244756709	120	402	814
"AGAP010866"	10.1104218564398	8.68776293461393	35	77	120
"AGAP010867"	6.59222264873499	6.12021178143129	116	339	656
"AGAP010868"	0.941723956509845	0.535791148025051	87	171	226
"AGAP010870"	3.93830012576696	3.73775500668188	121	377	747
"AGAP010871"	2.67967676874125	2.36986272251061	127	369	685
"AGAP010872"	8.90794462157633	8.44915938911301	126	436	909
"AGAP010875"	4.39234895916762	3.76965136742984	134	413	808
"AGAP010876"	9.5380306909474	8.36266070711251	70	252	538
"AGAP010877"	10.3844912534049	10.1066881839219	112	401	816
"AGAP010878"	5.43101638545956	5.19171923965927	130	430	836
"AGAP010879"	2.37695818781513	2.12700622919572	143	462	915
"AGAP010880"	2.32582443414058	1.98597350234571	123	412	812
"AGAP010881"	7.7492118348053	7.05621907357593	140	436	836
"AGAP010882"	6.93091759196498	6.6312230290026	123	415	887
"AGAP010883"	9.58959511095022	9.07292003639667	105	381	765
"AGAP010884"	10.5466238386485	9.81837567426471	106	360	800
"AGAP010885"	7.70627457365165	7.284464530906	108	323	614
"AGAP010886"	7.55511044405048	7.25818690023296	140	495	1068
"AGAP010887"	4.21312852175009	4.05300201420147	134	461	979
"AGAP010888"	0.946227515130722	0.539253627498226	64	168	271
"AGAP010891"	4.90661704708548	4.55909465608139	114	315	523
"AGAP010892"	4.28726425656684	3.72744463924111	120	324	601
"AGAP010893"	7.35794735916588	7.08835841153462	107	289	551
"AGAP010894"	9.4778507743663	8.0925934226438	56	106	168
"AGAP010895"	9.64764387730426	8.66972824767885	105	355	771
"AGAP010898"	6.48978320622861	5.9461852983237	90	250	509
"AGAP010899"	10.5480626284419	8.97738491501312	36	68	125
"AGAP010900"	2.64002790702961	2.16680454448986	132	403	773
"AGAP010901"	3.01539950632069	2.75048884503164	123	359	638
"AGAP010902"	2.1217563770329	1.93980934052002	130	379	678
"AGAP010909"	2.05691143570212	1.66733741296588	138	444	873
"AGAP010910"	10.4651872415673	10.278371702953	135	457	996
"AGAP010917"	13.214149950537	12.4338812753729	81	351	771
"AGAP010918"	5.9987739742749	5.95328372022209	109	325	612
"AGAP010919"	5.0436547907074	4.99671732569852	122	383	727
"AGAP010920"	1.28243835330664	0.909619454662675	124	333	577
"AGAP010922"	5.56990542001194	5.40429163712059	116	353	691
"AGAP010923"	6.4786965109506	5.78619611742579	109	303	564
"AGAP010924"	12.9700746024087	11.1539109259932	89	281	600
"AGAP010925"	12.8946779335606	11.0639915761972	84	250	535
"AGAP010926"	5.62070759782078	5.20503265511812	134	422	775
"AGAP010927"	1.16286369215679	0.757708385504662	99	279	487
"AGAP010928"	3.91941459339154	4.00208516998421	134	401	760
"AGAP010929"	5.84896800415557	5.07255935569584	97	243	465
"AGAP010930"	5.58030518170639	5.11724542900934	95	276	594
"AGAP010931"	3.46569608594611	3.38031161119801	129	423	827
"AGAP010932"	10.3997764226419	10.4432214829456	108	343	767
"AGAP010933"	2.62761182331854	2.46058850584532	130	391	742
"AGAP010934"	13.7861303519047	12.5224214586338	84	322	790
"AGAP010935"	7.28192817219977	6.8624057693166	95	233	471
"AGAP010936"	4.30442080747948	4.48787527439211	123	393	790
"AGAP010937"	4.16092987471926	4.18209754085479	142	480	940
"AGAP010938"	8.99250607766137	8.81200312217625	100	344	675
"AGAP010939"	3.30215199357595	3.20586594875857	118	400	818
"AGAP010940"	5.37639524596417	5.39048247408035	113	324	628
"AGAP010941"	5.76862406446092	6.29639971506996	139	447	933
"AGAP010942"	0.938116362759508	0.527433938220362	67	150	209
"AGAP010943"	6.99522010102061	7.34181766928539	132	436	908
"AGAP010953"	0.940538582885423	0.521832446341406	75	171	234
"AGAP010954"	2.06240978889881	1.83113969032597	130	407	772
"AGAP010955"	5.11495159011998	4.97299301205285	117	309	515
"AGAP010956"	9.38761578026877	8.67677416649997	103	366	717
"AGAP010958"	2.96094519445556	2.72606803124269	112	346	632
"AGAP010966"	8.48690060337217	8.01469582873963	65	134	248
"AGAP010968"	6.99299585863845	6.64087542757277	110	289	525
"AGAP010969"	11.5667819833567	10.6635236466607	98	341	744
"AGAP010970"	7.30366389572971	7.38142794668646	119	362	736
"AGAP010971"	4.16109078772613	3.72132229789693	137	406	772
"AGAP010972"	8.10388340507034	8.20184192900206	109	331	690
"AGAP010973"	10.648381025685	9.15535285830519	47	114	204
"AGAP010974"	10.1446383293295	8.68831536982296	34	58	109
"AGAP010975"	10.905291874751	9.29508016870653	48	133	279
"AGAP010976"	9.31358816069403	7.94035760388227	45	85	157
"AGAP010977"	5.17097808283648	4.76350994389033	128	400	821
"AGAP010978"	9.15785044407546	8.96918912648373	99	298	576
"AGAP010979"	11.9403559591585	10.5610832620905	111	420	908
"AGAP010981"	2.01138865231102	1.6103332399602	142	454	895
"AGAP010982"	5.77957685744491	5.6279895170781	70	154	230
"AGAP010983"	1.66709510063793	1.29308194420101	111	298	563
"AGAP010984"	2.10868335333738	1.83106681461699	117	314	552
"AGAP010985"	8.74458731856322	8.52083006981692	115	359	715
"AGAP010989"	7.17131139638824	6.11096208543026	69	170	297
"AGAP010990"	4.04516831385386	3.74070319353468	141	455	923
"AGAP010991"	8.18423969448837	7.64284097849381	99	286	578
"AGAP010992"	9.34663955049407	8.57761976379014	91	285	563
"AGAP010993"	6.4097540914492	6.23015523688846	121	363	666
"AGAP010994"	6.48628722580767	6.44352945322628	126	408	782
"AGAP010995"	2.65393258483653	2.49007029165137	135	428	843
"AGAP010996"	4.689032449501	4.59101754648498	94	248	467
"AGAP010997"	9.6153357403438	8.33187501679261	43	103	169
"AGAP010998"	11.722659524032	10.1545981369536	102	433	1008
"AGAP010999"	8.33911634927849	7.62836621891475	81	200	349
"AGAP011006"	10.4145841630879	8.90761029452659	38	73	131
"AGAP011007"	9.59770269813721	8.32601870200817	44	95	151
"AGAP011008"	13.0753253539768	10.8208394264565	79	405	921
"AGAP011009"	13.7287070518847	11.607912312861	36	200	605
"AGAP011010"	13.8809837721706	11.6266514638335	29	159	595
"AGAP011014"	8.54951756109903	7.63240220736968	91	245	501
"AGAP011015"	9.58565598785914	8.29890025508325	54	128	209
"AGAP011016"	7.7712284414483	6.94341091959075	85	249	433
"AGAP011017"	7.93454472089744	8.02950157579579	118	327	606
"AGAP011018"	11.5086589971372	10.6369259723322	92	278	579
"AGAP011019"	12.8266853593689	11.2181932189577	92	258	511
"AGAP011020"	4.8253626987772	4.6606865186929	114	360	726
"AGAP011021"	2.89395796809144	2.6926066155597	123	350	670
"AGAP011022"	8.47729493747088	7.92055557962103	137	488	1072
"AGAP011023"	8.06739864122371	7.79773726148526	109	281	513
"AGAP011024"	8.89449859251701	8.98617606150557	128	416	851
"AGAP011025"	10.1821750313562	8.73638700005297	92	275	506
"AGAP011026"	8.78596211623947	8.71469516189681	120	418	881
"AGAP011027"	4.16746044010896	3.88862613860706	106	271	501
"AGAP011030"	14.155406854343	13.4520264043572	130	444	943
"AGAP011031"	6.74443643516926	6.21520310483908	108	321	594
"AGAP011032"	4.17786479971601	3.85108245292416	107	313	569
"AGAP011033"	11.9382269931658	10.7999441240753	81	362	791
"AGAP011034"	16.3338481034701	15.5066351509896	58	331	937
"AGAP011035"	3.19459392466959	2.89071231818741	133	424	834
"AGAP011036"	10.42233483457	10.2112987867675	97	232	487
"AGAP011038"	5.64324817706815	5.68242521504172	121	333	652
"AGAP011039"	5.05781741607447	4.66287702555614	110	273	481
"AGAP011040"	1.34385831408548	0.980923093921227	119	312	541
"AGAP011042"	1.97637320655673	1.63162465424697	129	392	689
"AGAP011043"	2.86672367849179	2.43139467359835	120	358	672
"AGAP011044"	10.7847029266164	8.98929522548667	112	353	677
"AGAP011045"	5.29010216004034	5.27210860441315	131	433	901
"AGAP011046"	6.93130964049902	6.81819188186846	120	391	774
"AGAP011048"	5.91581862991528	5.70898370633063	130	427	832
"AGAP011049"	6.54362496749569	5.92109324691141	108	301	485
"AGAP011050"	5.54344692696085	4.91034071222262	97	255	461
"AGAP011051"	9.97444435163398	9.70290750629393	108	433	914
"AGAP011052"	4.22789123989847	3.83684060301196	108	288	539
"AGAP011053"	8.09700387721019	7.23034337800009	58	195	468
"AGAP011054"	2.51110134278049	2.142860355881	134	435	812
"AGAP011055"	12.3681923414606	11.4410132602957	38	119	397
"AGAP011056"	6.42928441742555	6.62240093171253	112	321	640
"AGAP011057"	1.52928461506472	1.08218465816093	116	341	598
"AGAP011058"	7.10872564027086	7.0398158091439	129	432	891
"AGAP011059"	2.81166516828858	2.41502472917827	132	396	786
"AGAP011060"	2.49128148503643	2.27474048487968	129	384	785
"AGAP011061"	5.62567243781296	5.47372828164468	134	418	844
"AGAP011062"	2.21165075961298	1.79735905699627	127	357	669
"AGAP011063"	3.65996252335495	3.61824071103082	114	329	660
"AGAP011064"	4.87543554864951	4.69434211669289	116	352	647
"AGAP011070"	10.9475650484177	10.8139267167152	122	381	865
"AGAP011074"	11.3903024656957	10.4799325384336	101	415	879
"AGAP011076"	3.64007996069268	3.3448616962725	139	467	1005
"AGAP011077"	2.17457945089321	1.77357819609681	138	430	795
"AGAP011078"	9.07387419143943	9.44500154335283	121	395	830
"AGAP011079"	6.58050208433231	5.8309812161346	115	361	697
"AGAP011080"	4.68784037981859	4.72669579580911	138	455	914
"AGAP011081"	2.8177317820869	2.47241311136477	128	392	690
"AGAP011082"	4.00403047044466	3.67897142271778	78	176	323
"AGAP011083"	5.14039307947808	5.27654931369222	137	465	974
"AGAP011084"	7.17568707538181	6.75533446796204	93	233	377
"AGAP011085"	10.4157168057806	9.48809434213554	111	371	830
"AGAP011086"	3.35628464052878	3.15132385619441	129	394	733
"AGAP011087"	16.8112968291725	15.4572116529803	40	336	918
"AGAP011088"	1.08030429111326	0.683834146020921	111	304	533
"AGAP011089"	5.22340135414936	4.96184765051027	112	318	632
"AGAP011090"	6.42111798706992	5.90720050067618	79	156	254
"AGAP011091"	2.30768844552683	1.91520649431838	138	453	875
"AGAP011092"	6.45271874143285	6.14584051804795	52	112	179
"AGAP011093"	6.96452664118937	6.6717676727863	123	347	619
"AGAP011094"	6.83755708799735	6.72588257956438	128	425	818
"AGAP011095"	7.12713724581538	6.78593010280333	98	256	454
"AGAP011096"	4.09628249790006	3.88958264550733	125	351	621
"AGAP011097"	6.95893548282109	6.04265874674365	80	190	303
"AGAP011098"	9.54141202041067	9.52937030795582	100	310	650
"AGAP011099"	11.8120866509905	11.0519439232641	120	409	883
"AGAP011100"	4.92376051870189	4.99603961247391	128	374	733
"AGAP011101"	4.9035855224524	4.74072441557632	115	299	516
"AGAP011102"	2.19544650513797	1.77009794805443	129	353	644
"AGAP011103"	6.80816025561332	6.20613090988633	108	328	640
"AGAP011104"	6.64553186516175	6.60617502593104	130	400	759
"AGAP011105"	5.62616783090684	5.46634632535589	115	317	590
"AGAP011106"	5.44241165134161	5.59518106816266	141	479	995
"AGAP011107"	2.89369369514328	2.57773544195856	124	402	793
"AGAP011108"	5.90720451564687	5.62068048882936	105	275	459
"AGAP011109"	9.31422597668486	8.54192224402927	94	329	697
"AGAP011110"	7.03322405119564	6.82810626225411	113	332	643
"AGAP011111"	7.97922500909311	7.13038217258081	53	193	452
"AGAP011112"	1.68639122647701	1.31778863381409	126	365	670
"AGAP011113"	4.39431235209159	4.35115016464195	120	382	720
"AGAP011114"	6.62255169696373	5.81743805226986	84	188	274
"AGAP011115"	7.93155492852518	7.71888153020269	124	403	796
"AGAP011116"	2.82258605999445	2.60385000660232	141	449	895
"AGAP011117"	2.51647911750792	2.12668262562313	125	385	695
"AGAP011118"	8.89353676983347	8.86830639873607	129	386	794
"AGAP011119"	1.83364942542325	1.51797834751024	133	399	714
"AGAP011120"	8.87458944540125	8.92181369106834	132	437	942
"AGAP011121"	4.59142115825744	4.59150564656882	112	343	686
"AGAP011122"	6.85109266983065	7.0236335563357	142	490	1032
"AGAP011123"	11.7429991034061	10.4286777494831	119	419	883
"AGAP011124"	15.8318315767122	14.5502131242953	86	366	911
"AGAP011125"	6.67539229255375	6.75951713853354	135	487	1038
"AGAP011126"	4.98851899746829	5.01993457408265	133	416	810
"AGAP011127"	10.1505113540567	9.81211312163105	115	442	903
"AGAP011128"	2.25259325052351	1.9594194265235	105	292	512
"AGAP011129"	3.40694657515305	3.26475256367206	120	369	739
"AGAP011130"	2.95351315499666	2.70667554976281	119	316	559
"AGAP011131"	6.1561931393115	6.15551707789601	132	435	819
"AGAP011132"	4.31863003041393	4.41409517783703	129	389	770
"AGAP011133"	6.89612316718754	6.86839928976151	106	305	610
"AGAP011134"	2.33805875095386	2.1140477549262	127	380	710
"AGAP011135"	1.39506959674109	1.02821600731711	130	364	678
"AGAP011136"	2.55290420307971	2.43625403263519	126	370	724
"AGAP011137"	12.5714605621552	11.7233521717372	83	371	853
"AGAP011138"	17.6969981757425	16.4317982941076	31	311	848
"AGAP011139"	11.5902168610604	10.9214284980231	127	454	971
"AGAP011140"	4.04780609933923	3.71476244358355	81	223	427
"AGAP011141"	5.5780553572025	5.57926183499001	112	328	601
"AGAP011142"	4.82893221825059	4.54029917814694	114	286	507
"AGAP011143"	2.13157587199016	1.8629276185804	99	269	486
"AGAP011144"	1.98958689323343	1.67864108659402	132	428	805
"AGAP011149"	8.31593293240798	7.4563125296909	128	379	764
"AGAP011150"	1.13859579561563	0.766081181930069	102	298	516
"AGAP011152"	7.78260391115356	6.92704720434698	118	329	638
"AGAP011153"	2.23655561455353	1.88702784063776	123	383	761
"AGAP011154"	0.935908069037633	0.527078863486381	92	198	280
"AGAP011155"	6.27642273872912	6.30275595319708	112	303	550
"AGAP011156"	10.7742978223801	10.068381307936	118	387	795
"AGAP011157"	2.19566069426117	1.92262259284575	126	390	757
"AGAP011158"	3.36191115544856	3.32599082032933	128	403	772
"AGAP011159"	4.76035545033479	4.74870495249542	126	400	803
"AGAP011160"	6.59503958468686	6.09336092043314	89	229	463
"AGAP011161"	9.23527912281603	8.84783246450824	88	280	644
"AGAP011162"	15.1667222262222	13.7101559101391	84	374	899
"AGAP011163"	17.6806993509365	16.4088613028785	32	310	848
"AGAP011164"	4.58938650844624	4.53680497210581	90	215	392
"AGAP011165"	3.82848986766514	3.82056864556887	105	336	652
"AGAP011166"	2.89570017619129	2.6669791062268	129	402	755
"AGAP011167"	6.65604456982506	6.3615653074347	117	343	671
"AGAP011168"	3.00957582299116	2.9512995992656	109	318	607
"AGAP011169"	7.18116496189874	7.28401000892916	114	350	705
"AGAP011170"	16.9519553190157	15.5195892411159	34	323	917
"AGAP011171"	2.63447209462231	2.30024029624707	138	468	896
"AGAP011172"	7.26240953892802	7.65130434849654	123	337	655
"AGAP011173"	6.47523290979862	5.94526339729178	121	365	728
"AGAP011174"	2.42359300132296	2.11889627000673	126	429	816
"AGAP011177"	17.7174307033427	16.4481452707984	34	310	849
"AGAP011178"	5.88483855976279	5.64500114620695	111	303	574
"AGAP011179"	4.90133643666104	4.26081846307888	115	319	637
"AGAP011180"	4.79312779447493	4.7750415691326	121	401	846
"AGAP011181"	9.18425887933203	7.7788172675766	68	162	266
"AGAP011182"	2.83414498932372	2.88758448112281	137	443	856
"AGAP011183"	6.90980735712424	6.3129284668094	78	165	289
"AGAP011184"	2.67431430056889	2.62202206947839	134	422	782
"AGAP011185"	6.25509756303593	6.06602753259977	92	226	408
"AGAP011186"	15.7569601627804	15.2477212921807	72	361	954
"AGAP011187"	16.8975829351848	15.6175447116944	29	310	880
"AGAP011188"	1.30966363103975	0.912878243341421	118	313	539
"AGAP011189"	6.75212825845575	6.06351064169559	133	447	920
"AGAP011190"	4.55734540847343	4.25931702511102	117	307	500
"AGAP011191"	6.97379881330681	6.31028349616051	70	156	246
"AGAP011192"	15.0841146161074	13.8449937696961	79	306	849
"AGAP011193"	1.89572418319542	1.49580323891913	125	377	677
"AGAP011194"	5.72561239604489	5.67874641942821	115	334	616
"AGAP011195"	3.1039529121974	2.93614813888421	129	414	819
"AGAP011197"	8.79739229395855	8.31411030648032	95	317	631
"AGAP011198"	6.11209578223753	6.13195806010423	101	298	567
"AGAP011199"	8.60306627401977	7.55438488064448	108	313	645
"AGAP011202"	6.9632463719414	7.41693275696291	146	504	1071
"AGAP011203"	1.78465416823256	1.38153482510356	128	392	733
"AGAP011204"	3.09362705203954	2.85826715753122	131	422	805
"AGAP011205"	9.67992175876697	10.1902190781901	138	463	997
"AGAP011206"	9.20429661442762	8.68730667501557	117	391	760
"AGAP011207"	6.29524417525857	6.71185295999013	138	476	968
"AGAP011208"	1.83923642690363	1.53547798859955	124	401	766
"AGAP011209"	1.26000204603933	0.915950681634897	113	333	582
"AGAP011210"	3.58297913200535	3.39812710800755	122	325	550
"AGAP011211"	6.34359424660198	6.30193230775208	102	296	581
"AGAP011212"	3.26767674186452	3.16510270192165	112	335	608
"AGAP011213"	8.27999951025109	7.81216217952722	77	226	418
"AGAP011214"	6.17658126285918	5.95667637752015	128	409	777
"AGAP011215"	7.94452765456587	6.85124310958655	113	313	569
"AGAP011216"	10.2760262340094	8.81303729851167	37	77	123
"AGAP011217"	9.61448325419263	8.70486270423034	121	378	763
"AGAP011218"	4.08386205539369	3.96664236650653	126	364	639
"AGAP011219"	4.69430031745461	4.81110381080057	133	415	826
"AGAP011220"	3.73652466016465	3.52978166418923	114	349	693
"AGAP011221"	0.942958478931677	0.521705456388339	77	185	274
"AGAP011222"	4.63793784812378	4.17684807438114	139	490	1038
"AGAP011223"	3.30175041039414	3.07742948064697	133	362	700
"AGAP011224"	2.77066695763119	2.39212254833406	120	379	734
"AGAP011226"	2.73992829227056	2.57042579899281	136	475	910
"AGAP011227"	5.44470132828152	5.59594053343729	111	341	638
"AGAP011228"	2.46643835791952	2.23833270028331	116	381	792
"AGAP011229"	2.80723103546776	2.56030161303667	91	270	470
"AGAP011230"	3.38090918707141	3.25167772113299	114	368	741
"AGAP011231"	2.02904478117205	1.71491021838303	125	364	730
"AGAP011232"	2.94544651799645	2.94464902931877	126	391	747
"AGAP011233"	2.50926321876278	2.14875088606141	139	402	734
"AGAP011234"	7.69004373543769	8.00104992122779	122	376	759
"AGAP011237"	6.58454339295426	6.00584494749118	124	344	592
"AGAP011238"	7.74170278002749	7.82233720317783	113	381	807
"AGAP011239"	3.38103913253373	3.11862663488363	100	250	407
"AGAP011242"	7.71000749032872	7.75093191634923	129	439	905
"AGAP011243"	6.65113258860179	6.25051918754143	77	185	325
"AGAP011244"	5.42815657710281	5.12509050688336	87	223	403
"AGAP011245"	1.73889063973301	1.41655631654473	135	431	806
"AGAP011246"	5.98318431664743	5.22900892173078	123	375	710
"AGAP011247"	4.67114326275527	4.45736921774526	82	186	305
"AGAP011248"	6.75029391348368	6.53201324324508	75	167	286
"AGAP011249"	10.0756011038104	9.90486191122174	138	486	1040
"AGAP011250"	4.22843107023867	4.02502464881534	105	270	518
"AGAP011251"	1.03473322761625	0.619566389823774	78	176	325
"AGAP011252"	2.64180565779136	2.37819374446674	140	478	991
"AGAP011253"	5.3641041969933	4.78306294600982	116	316	562
"AGAP011254"	2.58194207938978	2.25598799344986	131	449	855
"AGAP011255"	10.2212059364149	9.61265639521973	111	340	679
"AGAP011271"	10.8124600905531	10.5207860874256	110	349	739
"AGAP011274"	5.09236796394757	4.82692151419641	82	197	301
"AGAP011275"	10.3485703651179	10.8699104180666	131	441	934
"AGAP011277"	1.62423898729065	1.22181273570708	119	366	633
"AGAP011278"	3.42248670211591	3.23996871382709	115	306	511
"AGAP011279"	7.11971461868739	7.0654226117279	133	463	943
"AGAP011280"	1.61192785933192	1.22821724159846	120	317	559
"AGAP011281"	6.54378685009555	6.55489629498339	116	406	819
"AGAP011282"	2.8138897471685	2.63641882383637	124	392	785
"AGAP011285"	8.34441128902488	8.69061226118072	138	434	898
"AGAP011286"	7.92708397535243	7.0588791363365	65	169	309
"AGAP011287"	3.34611174837027	3.09741899603748	104	279	457
"AGAP011288"	1.80880550069337	1.4314524568812	128	394	754
"AGAP011289"	2.68091788579522	2.46050997501323	132	415	782
"AGAP011290"	3.3639033883762	3.19143517546912	121	343	694
"AGAP011291"	3.09053565559728	2.92490277827478	101	298	593
"AGAP011292"	12.2522311334012	11.8020189668389	108	329	715
"AGAP011293"	6.13140239607154	5.81934479947774	93	219	352
"AGAP011294"	3.35600290973674	2.97975844218383	131	430	868
"AGAP011295"	7.40561416513663	7.2630628424975	127	372	731
"AGAP011296"	6.07468010795017	6.42846627295212	121	382	757
"AGAP011297"	1.03862107253592	0.653558104292088	92	218	387
"AGAP011298"	6.42693186641952	5.74553274452153	92	220	357
"AGAP011299"	9.68681087246269	9.78868001643629	97	315	688
"AGAP011300"	2.96068697927371	2.82440644544812	119	402	814
"AGAP011301"	3.27540278647684	3.17988801440156	140	450	845
"AGAP011302"	7.97750520858892	7.72931347739696	125	374	751
"AGAP011303"	8.96656518255722	8.82660405348429	121	363	738
"AGAP011305"	8.60133857221271	8.80730791398386	119	367	753
"AGAP011306"	3.93397347131753	3.53737228159923	124	337	590
"AGAP011307"	3.30238607326629	3.1401746509933	138	448	868
"AGAP011308"	2.5713106657599	2.44494774424108	123	368	693
"AGAP011309"	8.32828198001893	7.22270427498013	47	105	182
"AGAP011310"	5.0094522877545	4.70629825399782	104	281	507
"AGAP011312"	8.22917587115667	6.87328863933393	101	283	477
"AGAP011313"	5.97799319318493	5.46384384930806	63	131	212
"AGAP011314"	8.08105569538765	7.06161618325386	54	104	187
"AGAP011315"	4.58535310344868	4.62329474769187	128	404	763
"AGAP011316"	4.87898200064932	4.65532333896748	127	364	692
"AGAP011317"	1.69184238273616	1.35827625209301	123	383	693
"AGAP011318"	1.27169110141454	0.852068996676728	121	335	614
